file_ID,author,lab,label,particle_type,run_oldID,setup,phi (-),d (m),rho_p (kg/m3),v_s (m/s),alpha (deg.),rho_a (kg/m3),rho_f (kg/m3),nu_f (kg/(m.s)),nu_a (kg/(m.s)),T_a (deg. celsius),T_f (deg. celsius),L0 (m),W0 (m),H0 (m),H_a (m),L_1 (m),vs (m/s),rho_c (kg/m3),gprime (m/s2),u0 (m/s),t0 (s),a (-),Re (-),At (-),St (-),Fr (-),lamb (-)
run_112.nc,Cyril,IMFT,run_112.nc,glass beads,Silibeads100_200 -- run06,IMFT,1.944e-02,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.030e+03,3.157e-01,2.516e-01,3.935e-01,2.042e+00,5.238e+04,3.218e-02,6.527e-02,4.138e-01,9.475e-03
run_113.nc,Cyril,IMFT,run_113.nc,glass beads,Silibeads100_200 -- run07,IMFT,9.799e-03,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.014e+03,1.591e-01,1.786e-01,5.543e-01,2.042e+00,3.661e+04,1.622e-02,9.195e-02,4.044e-01,8.314e-03
run_114.nc,Cyril,IMFT,run_114.nc,glass beads,Silibeads100_200 -- run08,IMFT,4.909e-03,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.006e+03,7.972e-02,1.264e-01,7.831e-01,2.042e+00,2.571e+04,8.126e-03,1.299e-01,4.284e-01,2.502e-02
run_115.nc,Cyril,IMFT,run_115.nc,glass beads,Silibeads150_250 -- run01,IMFT,2.922e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.046e+03,4.744e-01,3.084e-01,3.210e-01,2.042e+00,6.523e+04,4.836e-02,1.019e-01,4.690e-01,1.802e-02
run_116.nc,Cyril,IMFT,run_116.nc,glass beads,Silibeads150_250 -- run02,IMFT,1.944e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.030e+03,3.156e-01,2.516e-01,3.935e-01,2.042e+00,5.238e+04,3.217e-02,1.250e-01,3.811e-01,1.071e-02
run_117.nc,Cyril,IMFT,run_117.nc,glass beads,Silibeads150_250 -- run03,IMFT,4.863e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.079e+03,7.894e-01,3.978e-01,2.489e-01,2.042e+00,8.672e+04,8.047e-02,7.902e-02,4.792e-01,1.161e-02
run_118.nc,Cyril,IMFT,run_118.nc,glass beads,Silibeads150_250 -- run04,IMFT,2.918e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.046e+03,4.737e-01,3.082e-01,3.212e-01,2.042e+00,6.518e+04,4.829e-02,1.020e-01,4.717e-01,1.979e-02
run_119.nc,Cyril,IMFT,run_119.nc,glass beads,Silibeads150_250 -- run05,IMFT,7.297e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.119e+03,1.185e+00,4.873e-01,2.031e-01,2.042e+00,1.102e+05,1.207e-01,6.451e-02,6.918e-01,2.497e-02
run_120.nc,Cyril,IMFT,run_120.nc,glass beads,Silibeads150_250 -- run06,IMFT,3.892e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.062e+03,6.319e-01,3.559e-01,2.781e-01,2.042e+00,7.643e+04,6.441e-02,8.832e-02,4.567e-01,1.657e-02
run_121.nc,Cyril,IMFT,run_121.nc,glass beads,Silibeads150_250 -- run07,IMFT,1.460e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.022e+03,2.370e-01,2.180e-01,4.541e-01,2.042e+00,4.504e+04,2.416e-02,1.442e-01,5.115e-01,3.206e-02
run_122.nc,Cyril,IMFT,run_122.nc,glass beads,Silibeads150_250 -- run08,IMFT,2.923e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.046e+03,4.745e-01,3.085e-01,3.210e-01,2.042e+00,6.524e+04,4.837e-02,1.019e-01,4.444e-01,1.518e-02
run_123.nc,Cyril,IMFT,run_123.nc,saline water,Saline -- run01,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.983e+02,1.020e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.020e+03,2.142e-01,2.072e-01,4.777e-01,2.042e+00,4.273e+04,2.184e-02,nan,4.005e-01,5.126e-03
run_124.nc,Cyril,IMFT,run_124.nc,saline water,Saline -- run02,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.982e+02,1.100e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.100e+03,1.004e+00,4.488e-01,2.206e-01,2.042e+00,9.980e+04,1.024e-01,nan,4.692e-01,-1.218e-03
run_125.nc,Cyril,IMFT,run_125.nc,saline water,Saline -- run03,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.982e+02,1.051e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.051e+03,5.199e-01,3.229e-01,3.066e-01,2.042e+00,6.859e+04,5.300e-02,nan,4.650e-01,-1.993e-03
run_126.nc,Cyril,IMFT,run_126.nc,saline water,Saline -- run04,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.983e+02,1.035e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.035e+03,3.567e-01,2.674e-01,3.702e-01,2.042e+00,5.592e+04,3.636e-02,nan,4.261e-01,-4.435e-03
run_127.nc,Cyril,IMFT,run_127.nc,saline water,Saline -- run05,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.983e+02,1.006e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.006e+03,7.763e-02,1.248e-01,7.935e-01,2.042e+00,2.537e+04,7.913e-03,nan,4.480e-01,-2.510e-03
run_128.nc,Cyril,IMFT,run_128.nc,saline water,Saline -- run06,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.983e+02,1.195e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.195e+03,1.935e+00,6.229e-01,1.589e-01,2.042e+00,1.505e+05,1.972e-01,nan,4.288e-01,-4.774e-03
run_129.nc,Cyril,IMFT,run_129.nc,saline water,Saline -- run07,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.983e+02,1.023e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.023e+03,2.417e-01,2.202e-01,4.497e-01,2.042e+00,4.552e+04,2.464e-02,nan,4.269e-01,-3.369e-03
run_130.nc,Cyril,IMFT,run_130.nc,saline water,Saline -- run08,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.983e+02,1.139e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.139e+03,1.382e+00,5.263e-01,1.881e-01,2.042e+00,1.212e+05,1.408e-01,nan,4.302e-01,-3.768e-03
run_131.nc,Cyril,IMFT,run_131.nc,saline water,Saline -- run09,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.985e+02,1.030e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.030e+03,3.085e-01,2.487e-01,3.981e-01,2.042e+00,5.177e+04,3.145e-02,nan,4.753e-01,-8.228e-04
run_132.nc,Cyril,IMFT,run_132.nc,saline water,Saline -- run10,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.985e+02,1.006e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.006e+03,7.369e-02,1.215e-01,8.145e-01,2.042e+00,2.471e+04,7.511e-03,nan,4.735e-01,-1.247e-03
run_133.nc,Cyril,IMFT,run_133.nc,saline water,Saline -- run11,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.985e+02,1.141e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.141e+03,1.404e+00,5.306e-01,1.866e-01,2.042e+00,1.224e+05,1.431e-01,nan,4.555e-01,-2.190e-03
run_134.nc,Cyril,IMFT,run_134.nc,saline water,Saline -- run12,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.985e+02,1.031e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.031e+03,3.232e-01,2.546e-01,3.889e-01,2.042e+00,5.307e+04,3.295e-02,nan,4.301e-01,-3.658e-03
run_135.nc,Cyril,IMFT,run_135.nc,saline water,Saline -- run13,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.985e+02,1.003e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.003e+03,4.126e-02,9.096e-02,1.088e+00,2.042e+00,1.843e+04,4.206e-03,nan,4.012e-01,-4.517e-03
run_136.nc,Cyril,IMFT,run_136.nc,saline water,Saline -- run14,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.985e+02,1.002e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.002e+03,3.340e-02,8.184e-02,1.210e+00,2.042e+00,1.657e+04,3.405e-03,nan,3.456e-01,-1.036e-02
run_137.nc,Cyril,IMFT,run_137.nc,saline water,Saline -- run15,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.985e+02,1.012e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.012e+03,1.326e-01,1.631e-01,6.071e-01,2.042e+00,3.335e+04,1.352e-02,nan,4.153e-01,-4.294e-03
run_138.nc,Cyril,IMFT,run_138.nc,silica sand,Sand120m_Theta0 -- run01,IMFT,2.919e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.047e+03,4.738e-01,3.095e-01,3.199e-01,2.042e+00,6.546e+04,4.830e-02,3.918e-02,4.153e-01,5.429e-03
run_139.nc,Cyril,IMFT,run_139.nc,silica sand,Sand120m_Theta0 -- run02,IMFT,4.382e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.071e+03,7.113e-01,3.792e-01,2.611e-01,2.042e+00,8.205e+04,7.251e-02,3.198e-02,3.913e-01,2.740e-03
run_140.nc,Cyril,IMFT,run_140.nc,silica sand,Sand120m_Theta0 -- run03,IMFT,1.946e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.030e+03,3.159e-01,2.527e-01,3.918e-01,2.042e+00,5.262e+04,3.220e-02,4.798e-02,3.562e-01,2.427e-03
run_141.nc,Cyril,IMFT,run_141.nc,silica sand,Sand120m_Theta0 -- run04,IMFT,9.780e-03,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.014e+03,1.587e-01,1.791e-01,5.527e-01,2.042e+00,3.672e+04,1.618e-02,6.769e-02,3.976e-01,9.989e-03
run_142.nc,Cyril,IMFT,run_142.nc,silica sand,Sand120m_Theta0 -- run05,IMFT,5.891e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.096e+03,9.562e-01,4.396e-01,2.252e-01,2.042e+00,9.734e+04,9.747e-02,2.758e-02,4.831e-01,9.523e-03
run_143.nc,Cyril,IMFT,run_143.nc,silica sand,Sand120m_Theta0 -- run06,IMFT,7.291e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.119e+03,1.183e+00,4.891e-01,2.024e-01,2.042e+00,1.106e+05,1.206e-01,2.479e-02,4.995e-01,8.687e-03
run_144.nc,Cyril,IMFT,run_144.nc,silica sand,Sand120m_Theta0 -- run07,IMFT,1.458e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.022e+03,2.367e-01,2.187e-01,4.526e-01,2.042e+00,4.519e+04,2.413e-02,5.544e-02,4.046e-01,8.501e-03
run_145.nc,Cyril,IMFT,run_145.nc,silica sand,Sand120m_Theta0 -- run08,IMFT,6.844e-03,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.010e+03,1.111e-01,1.498e-01,6.607e-01,2.042e+00,3.057e+04,1.132e-02,8.092e-02,3.952e-01,1.159e-02
run_146.nc,Cyril,IMFT,run_146.nc,silica sand,Sand120m_Theta0 -- run09,IMFT,9.732e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.159e+03,1.580e+00,5.650e-01,1.752e-01,2.042e+00,1.324e+05,1.610e-01,2.146e-02,4.390e-01,5.313e-03
run_147.nc,Cyril,IMFT,run_147.nc,silica sand,Sand120m_Theta0 -- run10,IMFT,2.432e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.038e+03,3.948e-01,2.825e-01,3.505e-01,2.042e+00,5.929e+04,4.024e-02,4.292e-02,3.978e-01,5.188e-03
run_148.nc,Cyril/Marie,IMFT/LEGI,run_148.nc,silica sand,Theta7 -- run01,LEGI,6.752e-02,1.161e-04,2.650e+03,7.400e-03,7.000e+00,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.958e-01,5.000e-01,nan,1.213e-02,1.110e+03,1.096e+00,5.673e-01,1.763e-01,2.958e+00,1.862e+05,1.118e-01,2.137e-02,3.509e-01,8.129e-05
run_149.nc,Cyril/Marie,IMFT/LEGI,run_149.nc,silica sand,Theta7 -- run02,LEGI,3.565e-02,1.161e-04,2.650e+03,7.400e-03,7.000e+00,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.817e-01,5.000e-01,nan,1.213e-02,1.057e+03,5.789e-01,4.023e-01,2.486e-01,2.817e+00,1.198e+05,5.901e-02,3.014e-02,3.570e-01,6.387e-04
run_150.nc,Cyril/Marie,IMFT/LEGI,run_150.nc,silica sand,Theta7 -- run03,LEGI,1.590e-02,1.161e-04,2.650e+03,7.400e-03,7.000e+00,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,3.155e-01,5.000e-01,nan,1.213e-02,1.024e+03,2.583e-01,2.844e-01,3.516e-01,3.155e+00,9.190e+04,2.633e-02,4.264e-02,3.091e-01,-5.398e-04
run_151.nc,Cyril/Marie,IMFT/LEGI,run_151.nc,silica sand,Theta7 -- run04,LEGI,1.590e-02,1.161e-04,2.650e+03,7.400e-03,7.000e+00,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,3.155e-01,5.000e-01,nan,1.213e-02,1.024e+03,2.583e-01,2.844e-01,3.516e-01,3.155e+00,9.190e+04,2.633e-02,4.264e-02,3.346e-01,1.789e-03
run_152.nc,Cyril/Marie,IMFT/LEGI,run_152.nc,silica sand,Theta7 -- run05,LEGI,7.080e-02,1.161e-04,2.650e+03,7.400e-03,7.000e+00,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.817e-01,5.000e-01,nan,1.213e-02,1.115e+03,1.150e+00,5.670e-01,1.764e-01,2.817e+00,1.781e+05,1.172e-01,2.139e-02,3.342e-01,-5.412e-04
run_153.nc,Cyril/Marie,IMFT/LEGI,run_153.nc,silica sand,Theta7 -- run06,LEGI,9.151e-02,1.161e-04,2.650e+03,7.400e-03,7.000e+00,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.732e-01,5.000e-01,nan,1.213e-02,1.149e+03,1.486e+00,6.348e-01,1.575e-01,2.732e+00,1.993e+05,1.515e-01,1.910e-02,3.635e-01,-2.385e-03
run_154.nc,Cyril/Marie,IMFT/LEGI,run_154.nc,silica sand,Theta10 -- run01,LEGI,3.393e-02,1.161e-04,2.650e+03,7.400e-03,1.000e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.958e-01,5.000e-01,nan,1.213e-02,1.054e+03,5.509e-01,4.006e-01,2.496e-01,2.958e+00,1.249e+05,5.616e-02,3.027e-02,3.808e-01,7.559e-04
run_155.nc,Cyril/Marie,IMFT/LEGI,run_155.nc,silica sand,Theta10 -- run02,LEGI,6.802e-02,1.161e-04,2.650e+03,7.400e-03,1.000e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.901e-01,5.000e-01,nan,1.213e-02,1.110e+03,1.105e+00,5.618e-01,1.780e-01,2.901e+00,1.810e+05,1.126e-01,2.159e-02,3.608e-01,-3.277e-03
run_156.nc,Cyril/Marie,IMFT/LEGI,run_156.nc,silica sand,Theta10 -- run03,LEGI,1.648e-02,1.161e-04,2.650e+03,7.400e-03,1.000e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,3.070e-01,5.000e-01,nan,1.213e-02,1.025e+03,2.676e-01,2.844e-01,3.516e-01,3.070e+00,8.954e+04,2.728e-02,4.263e-02,3.712e-01,1.094e-03
run_157.nc,Cyril/Marie,IMFT/LEGI,run_157.nc,silica sand,Theta10 -- run04,LEGI,3.527e-02,1.161e-04,2.650e+03,7.400e-03,1.000e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.845e-01,5.000e-01,nan,1.213e-02,1.056e+03,5.728e-01,4.006e-01,2.496e-01,2.845e+00,1.204e+05,5.839e-02,3.027e-02,4.105e-01,2.453e-03
run_158.nc,Cyril/Marie,IMFT/LEGI,run_158.nc,silica sand,Theta10 -- run05,LEGI,6.722e-02,1.161e-04,2.650e+03,7.400e-03,1.000e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.930e-01,5.000e-01,nan,1.213e-02,1.109e+03,1.092e+00,5.612e-01,1.782e-01,2.930e+00,1.823e+05,1.113e-01,2.161e-02,4.105e-01,4.850e-04
run_159.nc,Cyril/Marie,IMFT/LEGI,run_159.nc,silica sand,Theta10 -- run06,LEGI,1.509e-02,1.161e-04,2.650e+03,7.400e-03,1.000e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,3.352e-01,5.000e-01,nan,1.213e-02,1.023e+03,2.451e-01,2.844e-01,3.516e-01,3.352e+00,9.754e+04,2.498e-02,4.263e-02,3.852e-01,2.555e-03
run_160.nc,Cyril/Marie,IMFT/LEGI,run_160.nc,silica sand,Theta10 -- run07,LEGI,1.176e-02,1.161e-04,2.650e+03,7.400e-03,1.000e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.845e-01,5.000e-01,nan,1.213e-02,1.017e+03,1.909e-01,2.313e-01,4.324e-01,2.845e+00,6.695e+04,1.946e-02,5.243e-02,3.467e-01,1.170e-03
run_161.nc,Cyril/Marie,IMFT/LEGI,run_161.nc,silica sand,Theta15 -- run01,LEGI,2.896e-02,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,3.465e-01,5.000e-01,nan,1.213e-02,1.046e+03,4.703e-01,3.967e-01,2.521e-01,3.465e+00,1.438e+05,4.794e-02,3.057e-02,3.776e-01,8.767e-04
run_162.nc,Cyril/Marie,IMFT/LEGI,run_162.nc,silica sand,Theta15 -- run02,LEGI,1.605e-02,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,3.127e-01,5.000e-01,nan,1.213e-02,1.025e+03,2.606e-01,2.805e-01,3.565e-01,3.127e+00,8.987e+04,2.656e-02,4.323e-02,4.194e-01,3.059e-03
run_163.nc,Cyril/Marie,IMFT/LEGI,run_163.nc,silica sand,Theta15 -- run03,LEGI,8.795e-02,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.254e-01,5.000e-01,nan,1.213e-02,1.143e+03,1.428e+00,5.576e-01,1.794e-01,2.254e+00,1.437e+05,1.456e-01,2.175e-02,4.360e-01,-1.760e-03
run_164.nc,Cyril/Marie,IMFT/LEGI,run_164.nc,silica sand,Theta15 -- run04,LEGI,9.151e-02,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.732e-01,5.000e-01,nan,1.213e-02,1.149e+03,1.486e+00,6.263e-01,1.597e-01,2.732e+00,1.966e+05,1.515e-01,1.936e-02,4.071e-01,-4.019e-03
run_165.nc,Cyril/Marie,IMFT/LEGI,run_165.nc,silica sand,Theta15 -- run05,LEGI,3.535e-02,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.845e-01,5.000e-01,nan,1.213e-02,1.056e+03,5.740e-01,3.972e-01,2.518e-01,2.845e+00,1.194e+05,5.851e-02,3.053e-02,3.931e-01,-2.305e-03
run_166.nc,Cyril/Marie,IMFT/LEGI,run_166.nc,silica sand,Theta15 -- run06,LEGI,6.312e-02,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,3.127e-01,5.000e-01,nan,1.213e-02,1.102e+03,1.025e+00,5.564e-01,1.797e-01,3.127e+00,1.918e+05,1.045e-01,2.180e-02,4.098e-01,6.143e-04
run_167.nc,Cyril/Marie,IMFT/LEGI,run_167.nc,silica sand,Theta15 -- run07,LEGI,8.847e-03,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.845e-01,5.000e-01,nan,1.213e-02,1.013e+03,1.437e-01,1.987e-01,5.033e-01,2.845e+00,5.724e+04,1.465e-02,6.103e-02,4.021e-01,2.211e-03
run_168.nc,Cyril/Marie,IMFT/LEGI,run_168.nc,silica sand,Theta15 -- run08,LEGI,1.297e-02,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,1.380e-01,5.000e-01,nan,1.213e-02,1.019e+03,2.105e-01,1.675e-01,5.969e-01,1.380e+00,2.357e+04,2.146e-02,7.238e-02,4.702e-01,9.323e-03
